Region,Event,Player,Team Abbreviated,Team,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,CW,CP,KMax,K,D,A,FK,FD
International,Champions Tour 2024: Masters Shanghai,Jinggg,PRX,Paper Rex,171,,217.5,0.99,,151.7,0.77,0.21,0.09,0.1,,,,,,24,132,134,36,15,17
International,Champions Tour 2024: Masters Shanghai,mindfreak,PRX,Paper Rex,171,,180.4,0.91,,120.7,0.64,0.32,0.06,0.05,,,,,,23,110,121,55,11,8
International,Champions Tour 2024: Masters Shanghai,f0rsakeN,PRX,Paper Rex,171,,189,0.89,,122,0.67,0.43,0.08,0.13,,,,,,29,114,128,74,13,22
International,Champions Tour 2024: Masters Shanghai,d4v41,PRX,Paper Rex,171,,182.5,1.03,,128.4,0.68,0.32,0.05,0.06,,,,,,20,117,114,55,8,10
International,Champions Tour 2024: Masters Shanghai,something,PRX,Paper Rex,171,,237.8,1.12,,152.2,0.81,0.29,0.2,0.19,,,,,,25,138,123,49,34,33
International,Champions Tour 2024: Masters Shanghai,ZmjjKK,EDG,EDward Gaming,78,,243,0.91,,154.1,0.81,0.15,0.17,0.17,,,,,,20,63,69,12,13,13
International,Champions Tour 2024: Masters Shanghai,Munchkin,GEN,Gen.G,388,,177.6,0.98,,119.5,0.62,0.39,0.06,0.09,,,,,,21,239,244,151,23,35
International,Champions Tour 2024: Masters Shanghai,Haodong,EDG,EDward Gaming,78,,136,0.54,,83.6,0.45,0.21,0.12,0.12,,,,,,14,35,65,16,9,9
International,Champions Tour 2024: Masters Shanghai,Smoggy,EDG,EDward Gaming,78,,237,1.1,,156.4,0.82,0.26,0.09,0.04,,,,,,25,64,58,20,7,3
International,Champions Tour 2024: Masters Shanghai,CHICHOO,EDG,EDward Gaming,78,,186.5,0.88,,122.4,0.65,0.26,0.05,0.05,,,,,,15,51,58,20,4,4
International,Champions Tour 2024: Masters Shanghai,Asuna,100T,100 Thieves,188,,202.8,0.98,,135.3,0.7,0.3,0.12,0.15,,,,,,24,131,134,57,22,28
International,Champions Tour 2024: Masters Shanghai,Boostio,100T,100 Thieves,188,,183,0.91,,125.1,0.66,0.2,0.1,0.12,,,,,,22,125,137,37,19,22
International,Champions Tour 2024: Masters Shanghai,eeiu,100T,100 Thieves,188,,188.9,1,,124.5,0.66,0.25,0.05,0.05,,,,,,16,124,124,47,10,10
International,Champions Tour 2024: Masters Shanghai,bang,100T,100 Thieves,188,,200.2,1.01,,133.8,0.7,0.25,0.1,0.06,,,,,,23,131,130,47,18,11
International,Champions Tour 2024: Masters Shanghai,Cryocells,100T,100 Thieves,188,,219.2,1.07,,140.2,0.78,0.26,0.12,0.14,,,,,,32,146,137,48,22,26
International,Champions Tour 2024: Masters Shanghai,Boaster,FNC,FNATIC,125,,137,0.65,,95.4,0.47,0.31,0.08,0.11,,,,,,17,59,91,39,10,14
International,Champions Tour 2024: Masters Shanghai,Chronicle,FNC,FNATIC,125,,172.5,0.81,,118.1,0.59,0.33,0.06,0.11,,,,,,19,74,91,41,8,14
International,Champions Tour 2024: Masters Shanghai,Leo,FNC,FNATIC,125,,186.3,1.01,,124.6,0.65,0.36,0.03,0.05,,,,,,19,81,80,45,4,6
International,Champions Tour 2024: Masters Shanghai,Derke,FNC,FNATIC,125,,258.5,1.17,,165.3,0.86,0.23,0.18,0.12,,,,,,26,108,92,29,22,15
International,Champions Tour 2024: Masters Shanghai,t3xture,GEN,Gen.G,388,,241.2,1.21,,148.2,0.85,0.14,0.22,0.17,,,,,,28,328,272,55,84,67
International,Champions Tour 2024: Masters Shanghai,Lakia,GEN,Gen.G,388,,188.9,1.05,,126.3,0.66,0.34,0.08,0.05,,,,,,19,256,243,131,31,19
International,Champions Tour 2024: Masters Shanghai,RieNs,TH,Team Heretics,492,,207.8,1.14,,137.5,0.74,0.39,0.06,0.04,,,,,,25,362,317,191,31,22
International,Champions Tour 2024: Masters Shanghai,Lysoar,FPX,FunPlus Phoenix,211,,148.4,0.75,,104.1,0.52,0.22,0.06,0.09,,,,,,26,109,145,47,13,18
International,Champions Tour 2024: Masters Shanghai,paTiTek,TH,Team Heretics,492,,198.6,1.05,,131.4,0.69,0.41,0.09,0.07,,,,,,20,338,323,201,44,34
International,Champions Tour 2024: Masters Shanghai,Wo0t,TH,Team Heretics,492,,248,1.21,,158.5,0.87,0.17,0.24,0.16,,,,,,37,427,352,85,118,79
International,Champions Tour 2024: Masters Shanghai,benjyfishy,TH,Team Heretics,492,,196,1.11,,131.2,0.72,0.2,0.09,0.09,,,,,,28,353,319,99,46,46
International,Champions Tour 2024: Masters Shanghai,vo0kashu,DRG,Dragon Ranger Gaming,85,,223.5,1,,156.2,0.74,0.31,0.06,0.08,,,,,,21,63,63,26,5,7
International,Champions Tour 2024: Masters Shanghai,nizhaoTZH,DRG,Dragon Ranger Gaming,85,,209.3,1.05,,141,0.79,0.25,0.07,0.06,,,,,,25,67,64,21,6,5
International,Champions Tour 2024: Masters Shanghai,TvirusLuke,DRG,Dragon Ranger Gaming,85,,202,0.74,,154.6,0.65,0.18,0.18,0.2,,,,,,23,55,74,15,15,17
International,Champions Tour 2024: Masters Shanghai,Nicc,DRG,Dragon Ranger Gaming,85,,183,0.79,,121.1,0.59,0.28,0.06,0.11,,,,,,20,50,63,24,5,9
International,Champions Tour 2024: Masters Shanghai,Shion7,DRG,Dragon Ranger Gaming,85,,122.5,0.55,,93.7,0.42,0.21,0.04,0.15,,,,,,14,36,65,18,3,13
International,Champions Tour 2024: Masters Shanghai,Autumn,FPX,FunPlus Phoenix,211,,193.6,0.99,,130.8,0.66,0.34,0.06,0.08,,,,,,21,140,142,72,12,16
International,Champions Tour 2024: Masters Shanghai,Life,FPX,FunPlus Phoenix,211,,239.2,1.01,,154.5,0.82,0.21,0.16,0.22,,,,,,30,174,173,45,34,46
International,Champions Tour 2024: Masters Shanghai,BerLIN,FPX,FunPlus Phoenix,211,,212,1.02,,141.9,0.73,0.33,0.14,0.1,,,,,,28,153,150,70,30,21
International,Champions Tour 2024: Masters Shanghai,AAAAY,FPX,FunPlus Phoenix,211,,191.2,1.09,,130.1,0.74,0.19,0.08,0.02,,,,,,30,156,143,40,16,5
International,Champions Tour 2024: Masters Shanghai,cNed,FUT,FUT Esports,305,,216,1.01,,148.4,0.77,0.2,0.15,0.16,,,,,,29,235,233,60,45,50
International,Champions Tour 2024: Masters Shanghai,Carpe,T1,T1,103,,196.2,1.03,,131.9,0.71,0.28,0.08,0.1,,,,,,26,73,71,29,8,10
International,Champions Tour 2024: Masters Shanghai,qRaxs,FUT,FUT Esports,305,,181.2,0.89,,118.4,0.65,0.38,0.06,0.06,,,,,,29,198,222,115,18,17
International,Champions Tour 2024: Masters Shanghai,AtaKaptan,FUT,FUT Esports,305,,192.5,0.91,,120.8,0.69,0.34,0.07,0.14,,,,,,23,209,229,105,22,42
International,Champions Tour 2024: Masters Shanghai,MrFaliN,FUT,FUT Esports,305,,173.9,0.84,,116.5,0.61,0.41,0.06,0.1,,,,,,21,186,222,126,19,30
International,Champions Tour 2024: Masters Shanghai,yetujey,FUT,FUT Esports,305,,189.4,1,,127.2,0.67,0.21,0.1,0.11,,,,,,18,205,206,63,29,34
International,Champions Tour 2024: Masters Shanghai,valyn,G2,G2 Esports,344,,178.4,0.92,,117.1,0.65,0.36,0.06,0.1,,,,,,20,222,241,124,20,33
International,Champions Tour 2024: Masters Shanghai,JonahP,G2,G2 Esports,344,,203.3,1,,128.9,0.72,0.35,0.07,0.12,,,,,,28,246,245,121,25,41
International,Champions Tour 2024: Masters Shanghai,leaf,G2,G2 Esports,344,,208.2,0.98,,140.3,0.72,0.23,0.11,0.13,,,,,,28,248,254,79,37,45
International,Champions Tour 2024: Masters Shanghai,icy,G2,G2 Esports,344,,196.1,0.9,,131.5,0.67,0.24,0.16,0.11,,,,,,22,232,258,84,55,39
International,Champions Tour 2024: Masters Shanghai,trent,G2,G2 Esports,344,,184.1,0.85,,120,0.62,0.32,0.09,0.05,,,,,,27,212,248,111,31,18
International,Champions Tour 2024: Masters Shanghai,Rossy,T1,T1,103,,217.6,1.15,,130.8,0.75,0.27,0.06,0.06,,,,,,20,77,67,28,6,6
International,Champions Tour 2024: Masters Shanghai,Sayaplayer,T1,T1,103,,173.6,0.83,,121.3,0.62,0.17,0.07,0.14,,,,,,19,64,77,17,7,14
International,Champions Tour 2024: Masters Shanghai,xccurate,T1,T1,103,,180.2,0.88,,114.9,0.67,0.18,0.09,0.12,,,,,,18,69,78,19,9,12
International,Champions Tour 2024: Masters Shanghai,iZu,T1,T1,103,,210.8,0.83,,134,0.72,0.29,0.17,0.13,,,,,,19,74,89,30,18,13
International,Champions Tour 2024: Masters Shanghai,Alfajer,FNC,FNATIC,125,,221.5,1.1,,150.3,0.78,0.22,0.12,0.14,,,,,,26,98,89,28,15,17
China,Champions Tour 2024: China Kickoff,FengF,TE,Trace Esports,336,,253.2,1.18,,,0.84,0.29,,,,,,,,40,283,240,98,0,0
China,Champions Tour 2024: China Kickoff,Biank,BLG,Bilibili Gaming,202,,191.4,0.88,,,0.62,0.3,,,,,,,,19,126,143,61,0,0
China,Champions Tour 2024: China Kickoff,Nicc,DRG,Dragon Ranger Gaming,151,,195.9,1.04,,,0.71,0.44,,,,,,,,21,107,103,67,0,0
China,Champions Tour 2024: China Kickoff,TvirusLuke,DRG,Dragon Ranger Gaming,151,,205.9,0.79,,,0.66,0.2,,,,,,,,21,99,126,30,0,0
China,Champions Tour 2024: China Kickoff,vo0kashu,DRG,Dragon Ranger Gaming,151,,248.9,1.18,,,0.87,0.28,,,,,,,,27,132,112,42,0,0
China,Champions Tour 2024: China Kickoff,Dingwei,DRG,Dragon Ranger Gaming,151,,160.1,0.77,,,0.54,0.3,,,,,,,,18,82,107,45,0,0
China,Champions Tour 2024: China Kickoff,nizhaoTZH,DRG,Dragon Ranger Gaming,151,,192.1,1.06,,,0.72,0.38,,,,,,,,22,108,102,57,0,0
China,Champions Tour 2024: China Kickoff,sword9,AG,All Gamers,86,,161,0.75,,,0.53,0.31,,,,,,,,13,46,61,27,0,0
China,Champions Tour 2024: China Kickoff,bunt,AG,All Gamers,86,,240.5,1.17,,,0.87,0.34,,,,,,,,28,75,64,29,0,0
China,Champions Tour 2024: China Kickoff,monk,AG,All Gamers,86,,189.3,0.83,,,0.66,0.19,,,,,,,,18,57,69,16,0,0
China,Champions Tour 2024: China Kickoff,deLb,AG,All Gamers,86,,188.5,0.83,,,0.64,0.17,,,,,,,,19,55,66,15,0,0
China,Champions Tour 2024: China Kickoff,Spitfires,AG,All Gamers,86,,176.5,0.84,,,0.66,0.16,,,,,,,,21,57,68,14,0,0
China,Champions Tour 2024: China Kickoff,whzy,BLG,Bilibili Gaming,202,,244.8,1.15,,,0.85,0.19,,,,,,,,25,172,149,38,0,0
China,Champions Tour 2024: China Kickoff,Knight,BLG,Bilibili Gaming,202,,223.2,1.15,,,0.78,0.36,,,,,,,,24,157,136,72,0,0
China,Champions Tour 2024: China Kickoff,Abo,TEC,Titan Esports Club,297,,197.2,0.92,,,0.69,0.15,,,,,,,,28,206,225,45,0,0
China,Champions Tour 2024: China Kickoff,Yosemite,BLG,Bilibili Gaming,202,,222.3,1.2,,,0.77,0.3,,,,,,,,28,156,130,60,0,0
China,Champions Tour 2024: China Kickoff,B3ar,BLG,Bilibili Gaming,202,,132.4,0.74,,,0.47,0.44,,,,,,,,14,95,129,88,0,0
China,Champions Tour 2024: China Kickoff,pl1xx,WOL,Wolves Esports,157,,216,1.04,,,0.75,0.35,,,,,,,,21,117,112,55,0,0
China,Champions Tour 2024: China Kickoff,Spring,WOL,Wolves Esports,157,,201,1.05,,,0.71,0.21,,,,,,,,26,111,106,33,0,0
China,Champions Tour 2024: China Kickoff,aluba,WOL,Wolves Esports,157,,189.1,0.99,,,0.66,0.38,,,,,,,,17,103,104,60,0,0
China,Champions Tour 2024: China Kickoff,coldfish,WOL,Wolves Esports,157,,183.4,1.12,,,0.69,0.22,,,,,,,,21,109,97,34,0,0
China,Champions Tour 2024: China Kickoff,Yuicaw,WOL,Wolves Esports,157,,211,1.01,,,0.72,0.3,,,,,,,,19,113,112,47,0,0
China,Champions Tour 2024: China Kickoff,Haodong,EDG,EDward Gaming,211,,151.7,0.79,,,0.53,0.35,,,,,,,,20,111,140,74,0,0
China,Champions Tour 2024: China Kickoff,ZmjjKK,EDG,EDward Gaming,211,,267.8,1.15,,,0.9,0.22,,,,,,,,30,189,164,47,0,0
China,Champions Tour 2024: China Kickoff,nobody,EDG,EDward Gaming,211,,213.2,1.09,,,0.75,0.25,,,,,,,,27,159,146,53,0,0
China,Champions Tour 2024: China Kickoff,CHICHOO,EDG,EDward Gaming,211,,211.9,1.11,,,0.76,0.23,,,,,,,,24,161,145,49,0,0
China,Champions Tour 2024: China Kickoff,kawaii,TEC,Titan Esports Club,297,,193.7,0.98,,,0.7,0.38,,,,,,,,30,207,211,113,0,0
China,Champions Tour 2024: China Kickoff,LockM,TEC,Titan Esports Club,297,,181.6,0.86,,,0.62,0.27,,,,,,,,25,184,215,80,0,0
China,Champions Tour 2024: China Kickoff,Flex1n,TE,Trace Esports,336,,205.1,1.03,,,0.71,0.39,,,,,,,,27,240,232,130,0,0
China,Champions Tour 2024: China Kickoff,Autumn,FPX,FunPlus Phoenix,250,,215.5,1.09,,,0.74,0.18,,,,,,,,25,186,170,45,0,0
China,Champions Tour 2024: China Kickoff,YOU,TE,Trace Esports,336,,189.5,1.03,,,0.67,0.32,,,,,,,,24,224,218,108,0,0
China,Champions Tour 2024: China Kickoff,heybay,TE,Trace Esports,336,,190.1,1.02,,,0.66,0.44,,,,,,,,20,221,217,148,0,0
China,Champions Tour 2024: China Kickoff,Kai,TE,Trace Esports,336,,221.7,1.26,,,0.82,0.15,,,,,,,,31,277,220,52,0,0
China,Champions Tour 2024: China Kickoff,LuoK1ng,TYL,TYLOO,81,,208.5,1.02,,,0.75,0.3,,,,,,,,23,61,60,24,0,0
China,Champions Tour 2024: China Kickoff,Ninebody,TYL,TYLOO,81,,232.3,1.03,,,0.78,0.38,,,,,,,,22,63,61,31,0,0
China,Champions Tour 2024: China Kickoff,ICEKING,TYL,TYLOO,81,,208.5,0.89,,,0.69,0.31,,,,,,,,23,56,63,25,0,0
China,Champions Tour 2024: China Kickoff,AAK,TYL,TYLOO,81,,173,0.83,,,0.67,0.19,,,,,,,,19,54,65,15,0,0
China,Champions Tour 2024: China Kickoff,hfmi0dzjc9z7,TYL,TYLOO,81,,152.5,0.62,,,0.51,0.26,,,,,,,,13,41,66,21,0,0
China,Champions Tour 2024: China Kickoff,AAAAY,FPX,FunPlus Phoenix,250,,216.6,1.16,,,0.8,0.2,,,,,,,,26,201,174,51,0,0
China,Champions Tour 2024: China Kickoff,BerLIN,FPX,FunPlus Phoenix,250,,185.8,1,,,0.66,0.34,,,,,,,,26,165,165,84,0,0
China,Champions Tour 2024: China Kickoff,Lysoar,FPX,FunPlus Phoenix,250,,169.4,0.92,,,0.59,0.25,,,,,,,,20,147,159,63,0,0
China,Champions Tour 2024: China Kickoff,Life,FPX,FunPlus Phoenix,250,,235.5,1.14,,,0.84,0.17,,,,,,,,28,209,184,43,0,0
China,Champions Tour 2024: China Kickoff,Rb,TEC,Titan Esports Club,297,,233.9,1.2,,,0.84,0.24,,,,,,,,29,250,209,70,0,0
China,Champions Tour 2024: China Kickoff,PangH,NOVA,Nova Esports,124,,156.3,0.69,,,0.54,0.13,,,,,,,,25,67,97,16,0,0
China,Champions Tour 2024: China Kickoff,o0o0o,NOVA,Nova Esports,124,,186.7,0.87,,,0.69,0.27,,,,,,,,23,86,99,34,0,0
China,Champions Tour 2024: China Kickoff,OBONE,NOVA,Nova Esports,124,,162.8,0.75,,,0.56,0.34,,,,,,,,18,70,93,42,0,0
China,Champions Tour 2024: China Kickoff,CB,NOVA,Nova Esports,124,,173.7,0.73,,,0.56,0.38,,,,,,,,17,69,94,47,0,0
China,Champions Tour 2024: China Kickoff,GuanG,NOVA,Nova Esports,124,,243.3,1.03,,,0.82,0.22,,,,,,,,29,102,99,27,0,0
China,Champions Tour 2024: China Kickoff,stew,JDG,JDG Esports,163,,265.9,1.32,,,0.93,0.18,,,,,,,,35,152,115,30,0,0
China,Champions Tour 2024: China Kickoff,Viva,JDG,JDG Esports,163,,214.1,1.21,,,0.75,0.23,,,,,,,,22,122,101,38,0,0
China,Champions Tour 2024: China Kickoff,jkuro,JDG,JDG Esports,163,,180.6,0.87,,,0.64,0.23,,,,,,,,21,104,120,38,0,0
China,Champions Tour 2024: China Kickoff,YiHao,JDG,JDG Esports,163,,155.9,0.82,,,0.56,0.35,,,,,,,,22,91,111,57,0,0
China,Champions Tour 2024: China Kickoff,MarT1n,JDG,JDG Esports,163,,199.1,0.93,,,0.67,0.13,,,,,,,,22,109,117,22,0,0
China,Champions Tour 2024: China Kickoff,QiuYe,TEC,Titan Esports Club,297,,166.4,0.74,,,0.57,0.3,,,,,,,,23,170,229,90,0,0
China,Champions Tour 2024: China Kickoff,Smoggy,EDG,EDward Gaming,211,,188.2,0.99,,,0.66,0.46,,,,,,,,20,139,140,97,0,0
China,Champions Tour 2024: China Stage 1,whzy,BLG,Bilibili Gaming,304,,246.8,1.14,,,0.86,0.21,,,,,,,,24,261,228,63,0,0
China,Champions Tour 2024: China Stage 1,CB,NOVA,Nova Esports,337,,205.7,0.96,,,0.69,0.31,,,,,,,,24,232,242,104,0,0
China,Champions Tour 2024: China Stage 1,nobody,EDG,EDward Gaming,538,,202.8,1.1,,,0.74,0.28,,,,,,,,28,396,359,149,0,0
China,Champions Tour 2024: China Stage 1,CHICHOO,EDG,EDward Gaming,538,,193.3,1.12,,,0.72,0.24,,,,,,,,26,387,347,130,0,0
China,Champions Tour 2024: China Stage 1,Smoggy,EDG,EDward Gaming,538,,202,1.2,,,0.74,0.36,,,,,,,,24,398,333,191,0,0
China,Champions Tour 2024: China Stage 1,stew,JDG,JDG Esports,267,,206,0.98,,,0.72,0.21,,,,,,,,22,191,195,55,0,0
China,Champions Tour 2024: China Stage 1,Viva,JDG,JDG Esports,267,,216.5,1.16,,,0.75,0.28,,,,,,,,23,201,173,76,0,0
China,Champions Tour 2024: China Stage 1,YHchen,JDG,JDG Esports,267,,180.8,0.88,,,0.62,0.36,,,,,,,,19,165,188,97,0,0
China,Champions Tour 2024: China Stage 1,YiHao,JDG,JDG Esports,124,,159.7,0.84,,,0.55,0.47,,,,,,,,16,68,81,58,0,0
China,Champions Tour 2024: China Stage 1,MarT1n,JDG,JDG Esports,267,,194.7,0.94,,,0.66,0.24,,,,,,,,21,176,187,64,0,0
China,Champions Tour 2024: China Stage 1,SWERL,NOVA,Nova Esports,337,,241.7,1.09,,,0.82,0.24,,,,,,,,28,277,253,81,0,0
China,Champions Tour 2024: China Stage 1,o0o0o,NOVA,Nova Esports,337,,159.3,0.74,,,0.54,0.34,,,,,,,,19,183,246,113,0,0
China,Champions Tour 2024: China Stage 1,OBONE,NOVA,Nova Esports,264,,168.8,0.86,,,0.61,0.32,,,,,,,,20,160,185,85,0,0
China,Champions Tour 2024: China Stage 1,GuanG,NOVA,Nova Esports,337,,187.3,1,,,0.69,0.16,,,,,,,,30,233,234,55,0,0
China,Champions Tour 2024: China Stage 1,Haodong,EDG,EDward Gaming,538,,158.2,0.83,,,0.56,0.36,,,,,,,,20,299,359,193,0,0
China,Champions Tour 2024: China Stage 1,FengF,TE,Trace Esports,391,,243.5,1.16,,,0.83,0.19,,,,,,,,24,323,278,76,0,0
China,Champions Tour 2024: China Stage 1,LuoK1ng,TE,Trace Esports,391,,193.8,0.93,,,0.67,0.38,,,,,,,,21,261,280,148,0,0
China,Champions Tour 2024: China Stage 1,YOU,TE,Trace Esports,391,,184.2,0.97,,,0.65,0.3,,,,,,,,21,254,262,119,0,0
China,Champions Tour 2024: China Stage 1,heybay,TE,Trace Esports,391,,186,0.9,,,0.64,0.38,,,,,,,,22,250,279,148,0,0
China,Champions Tour 2024: China Stage 1,Kai,TE,Trace Esports,391,,207.5,1.12,,,0.76,0.21,,,,,,,,25,299,268,81,0,0
China,Champions Tour 2024: China Stage 1,AAAAY,FPX,FunPlus Phoenix,412,,197.1,1.12,,,0.74,0.23,,,,,,,,23,305,272,95,0,0
China,Champions Tour 2024: China Stage 1,BerLIN,FPX,FunPlus Phoenix,412,,184.9,0.89,,,0.61,0.39,,,,,,,,27,252,283,162,0,0
China,Champions Tour 2024: China Stage 1,Lysoar,FPX,FunPlus Phoenix,412,,214.9,1.35,,,0.81,0.29,,,,,,,,29,332,246,118,0,0
China,Champions Tour 2024: China Stage 1,Autumn,FPX,FunPlus Phoenix,412,,214.2,1.18,,,0.76,0.32,,,,,,,,21,315,267,132,0,0
China,Champions Tour 2024: China Stage 1,Life,FPX,FunPlus Phoenix,412,,246.3,1.11,,,0.84,0.25,,,,,,,,28,345,311,105,0,0
China,Champions Tour 2024: China Stage 1,jkuro,JDG,JDG Esports,143,,218.6,1.2,,,0.84,0.3,,,,,,,,24,120,100,43,0,0
China,Champions Tour 2024: China Stage 1,Levius,BLG,Bilibili Gaming,142,,149.9,0.75,,,0.54,0.24,,,,,,,,18,76,102,34,0,0
China,Champions Tour 2024: China Stage 1,ZmjjKK,EDG,EDward Gaming,538,,282.7,1.35,,,0.98,0.24,,,,,,,,30,529,391,127,0,0
China,Champions Tour 2024: China Stage 1,Spitfires,AG,All Gamers,313,,215.4,0.99,,,0.75,0.15,,,,,,,,27,235,238,48,0,0
China,Champions Tour 2024: China Stage 1,Biank,BLG,Bilibili Gaming,304,,173,0.86,,,0.59,0.41,,,,,,,,27,178,208,124,0,0
China,Champions Tour 2024: China Stage 1,Yuicaw,WOL,Wolves Esports,302,,213.4,1.02,,,0.76,0.19,,,,,,,,30,231,227,58,0,0
China,Champions Tour 2024: China Stage 1,Knight,BLG,Bilibili Gaming,304,,197.3,1.05,,,0.7,0.22,,,,,,,,22,213,203,68,0,0
China,Champions Tour 2024: China Stage 1,Yosemite,BLG,Bilibili Gaming,304,,209.7,1.08,,,0.73,0.27,,,,,,,,25,223,207,82,0,0
China,Champions Tour 2024: China Stage 1,B3ar,BLG,Bilibili Gaming,162,,137.6,0.72,,,0.48,0.4,,,,,,,,12,77,107,64,0,0
China,Champions Tour 2024: China Stage 1,Eren,TYL,TYLOO,255,,200.4,0.95,,,0.68,0.24,,,,,,,,23,174,184,60,0,0
China,Champions Tour 2024: China Stage 1,ICEKING,TYL,TYLOO,255,,158.5,0.75,,,0.55,0.4,,,,,,,,17,141,188,101,0,0
China,Champions Tour 2024: China Stage 1,AAK,TYL,TYLOO,255,,228.8,1.12,,,0.8,0.18,,,,,,,,24,205,183,45,0,0
China,Champions Tour 2024: China Stage 1,Flex1n,TYL,TYLOO,255,,192.9,1.04,,,0.66,0.42,,,,,,,,22,168,161,106,0,0
China,Champions Tour 2024: China Stage 1,hfmi0dzjc9z7,TYL,TYLOO,255,,220.6,1.18,,,0.78,0.23,,,,,,,,20,199,168,58,0,0
China,Champions Tour 2024: China Stage 1,pl1xx,WOL,Wolves Esports,302,,154.3,0.74,,,0.54,0.37,,,,,,,,20,163,221,112,0,0
China,Champions Tour 2024: China Stage 1,Spring,WOL,Wolves Esports,302,,205.8,0.99,,,0.74,0.14,,,,,,,,25,222,224,42,0,0
China,Champions Tour 2024: China Stage 1,aluba,WOL,Wolves Esports,302,,197.6,0.91,,,0.7,0.34,,,,,,,,31,211,233,103,0,0
China,Champions Tour 2024: China Stage 1,coldfish,WOL,Wolves Esports,302,,188.9,0.88,,,0.61,0.33,,,,,,,,24,183,209,101,0,0
China,Champions Tour 2024: China Stage 1,Rb,TEC,Titan Esports Club,260,,219.1,1.08,,,0.77,0.28,,,,,,,,33,201,186,73,0,0
China,Champions Tour 2024: China Stage 1,deLb,AG,All Gamers,313,,222.1,1.15,,,0.79,0.2,,,,,,,,27,247,214,64,0,0
China,Champions Tour 2024: China Stage 1,AC,TEC,Titan Esports Club,260,,193.6,1,,,0.7,0.29,,,,,,,,22,182,182,76,0,0
China,Champions Tour 2024: China Stage 1,Abo,TEC,Titan Esports Club,260,,201.2,0.83,,,0.68,0.22,,,,,,,,20,177,212,56,0,0
China,Champions Tour 2024: China Stage 1,kawaii,TEC,Titan Esports Club,260,,175.4,0.84,,,0.61,0.22,,,,,,,,24,158,187,56,0,0
China,Champions Tour 2024: China Stage 1,LockM,TEC,Titan Esports Club,260,,158.5,0.76,,,0.56,0.28,,,,,,,,19,146,192,73,0,0
China,Champions Tour 2024: China Stage 1,Nicc,DRG,Dragon Ranger Gaming,549,,186.7,1.03,,,0.68,0.39,,,,,,,,21,372,362,212,0,0
China,Champions Tour 2024: China Stage 1,TvirusLuke,DRG,Dragon Ranger Gaming,549,,212.9,0.87,,,0.7,0.2,,,,,,,,25,386,442,109,0,0
China,Champions Tour 2024: China Stage 1,vo0kashu,DRG,Dragon Ranger Gaming,549,,231.6,1.19,,,0.85,0.2,,,,,,,,30,467,392,111,0,0
China,Champions Tour 2024: China Stage 1,Shion7,DRG,Dragon Ranger Gaming,549,,183.7,0.85,,,0.63,0.32,,,,,,,,24,347,408,178,0,0
China,Champions Tour 2024: China Stage 1,nizhaoTZH,DRG,Dragon Ranger Gaming,549,,179.9,0.95,,,0.64,0.32,,,,,,,,21,351,371,176,0,0
China,Champions Tour 2024: China Stage 1,sword9,AG,All Gamers,313,,159.9,0.74,,,0.53,0.4,,,,,,,,17,167,226,126,0,0
China,Champions Tour 2024: China Stage 1,bunt,AG,All Gamers,313,,189.9,1.02,,,0.69,0.33,,,,,,,,24,217,212,103,0,0
China,Champions Tour 2024: China Stage 1,monk,AG,All Gamers,313,,185.8,0.89,,,0.65,0.34,,,,,,,,24,203,227,106,0,0
China,Champions Tour 2024: China Stage 1,PangH,NOVA,Nova Esports,73,,180,0.72,,,0.56,0.34,,,,,,,,18,41,57,25,0,0
China,Champions Tour 2024: China Stage 2,Abo,TEC,Titan Esports Club,269,,212.5,1.07,,141.5,0.77,0.19,0.16,0.17,,,,,,28,208,194,52,42,46
China,Champions Tour 2024: China Stage 2,Autumn,FPX,FunPlus Phoenix,599,,201.6,1.02,,135.1,0.72,0.25,0.1,0.06,,,,,,28,430,420,149,59,36
China,Champions Tour 2024: China Stage 2,vo0kashu,DRG,Dragon Ranger Gaming,193,,252,1.33,,162.8,0.93,0.27,0.15,0.06,,,,,,30,180,135,52,28,12
China,Champions Tour 2024: China Stage 2,Shion7,DRG,Dragon Ranger Gaming,193,,181.9,0.8,,126.8,0.62,0.17,0.07,0.12,,,,,,19,119,148,32,13,24
China,Champions Tour 2024: China Stage 2,nizhaoTZH,DRG,Dragon Ranger Gaming,193,,155.3,0.78,,103,0.54,0.47,0.04,0.08,,,,,,20,105,135,91,8,15
China,Champions Tour 2024: China Stage 2,o0o0o,NOVA,Nova Esports,230,,158.8,0.73,,106.9,0.54,0.46,0.06,0.09,,,,,,20,124,169,105,14,21
China,Champions Tour 2024: China Stage 2,Ezeir,NOVA,Nova Esports,230,,184,0.93,,118.1,0.64,0.35,0.05,0.09,,,,,,21,147,158,81,12,20
China,Champions Tour 2024: China Stage 2,CB,NOVA,Nova Esports,230,,187.3,0.95,,130.4,0.66,0.32,0.07,0.12,,,,,,26,151,159,74,16,27
China,Champions Tour 2024: China Stage 2,GuanG,NOVA,Nova Esports,230,,209,1.1,,146.3,0.78,0.23,0.13,0.08,,,,,,28,179,162,52,30,18
China,Champions Tour 2024: China Stage 2,SWERL,NOVA,Nova Esports,230,,222.6,0.97,,143.5,0.77,0.16,0.13,0.19,,,,,,22,176,182,36,30,44
