Region,Event,Player,Team Abbreviated,Team,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,CW,CP,KMax,K,D,A,FK,FD
EMEA,Champions Tour 2024: EMEA Kickoff,AtaKaptan,FUT,FUT Esports,182,1.22,216.9,1.23,0.76,140.5,0.77,0.51,0.04,0.07,0.3,0.17,4/23,4,23,30,140,114,92,7,13
EMEA,Champions Tour 2024: EMEA Kickoff,N4RRATE,KC,Karmine Corp,383,1.21,249.9,1.27,0.78,166.2,0.89,0.33,0.12,0.08,0.26,0.15,5/33,5,33,40,342,269,125,47,31
EMEA,Champions Tour 2024: EMEA Kickoff,MiniBoo,TH,Team Heretics,208,1.19,254.7,1.22,0.69,165.1,0.88,0.19,0.22,0.17,0.28,0.4,6/15,6,15,25,184,151,39,45,36
EMEA,Champions Tour 2024: EMEA Kickoff,Chronicle,FNC,FNATIC,88,1.15,218,1.2,0.76,140.4,0.74,0.57,0.09,0.05,0.22,0.42,5/12,5,12,21,65,54,50,8,4
EMEA,Champions Tour 2024: EMEA Kickoff,Cloud,GX,GIANTX,124,1.15,241.3,1.17,0.71,155.6,0.84,0.36,0.08,0.06,0.3,0.13,2/16,2,16,22,104,89,45,10,8
EMEA,Champions Tour 2024: EMEA Kickoff,Zyppan,NAVI,Natus Vincere,146,1.14,237.1,1.23,0.72,156.5,0.86,0.32,0.1,0.08,0.34,,0/12,0,12,25,125,102,47,15,11
EMEA,Champions Tour 2024: EMEA Kickoff,marteen,KC,Karmine Corp,383,1.14,241.1,1.2,0.73,156.4,0.84,0.25,0.18,0.15,0.23,0.2,4/20,4,20,31,320,266,95,70,57
EMEA,Champions Tour 2024: EMEA Kickoff,Keiko,TL,Team Liquid,160,1.14,229,1.24,0.71,150.7,0.83,0.11,0.21,0.12,0.3,0.05,1/19,1,19,37,133,107,18,33,19
EMEA,Champions Tour 2024: EMEA Kickoff,ardiis,NAVI,Natus Vincere,146,1.13,246,1.25,0.74,155.8,0.9,0.28,0.14,0.1,0.21,0.2,4/20,4,20,28,132,106,41,21,15
EMEA,Champions Tour 2024: EMEA Kickoff,Sayf,VIT,Team Vitality,238,1.12,209.2,1.22,0.68,137.3,0.77,0.28,0.11,0.08,0.37,0.14,5/37,5,37,27,183,150,67,26,19
EMEA,Champions Tour 2024: EMEA Kickoff,TakaS,M8,Gentle Mates,104,1.11,260.8,1.25,0.66,164.9,0.92,0.2,0.15,0.12,0.22,0.14,1/7,1,7,26,96,77,21,16,12
EMEA,Champions Tour 2024: EMEA Kickoff,yetujey,FUT,FUT Esports,182,1.1,210,1.16,0.79,143.3,0.74,0.25,0.12,0.09,0.24,0.19,5/27,5,27,30,135,116,46,22,17
EMEA,Champions Tour 2024: EMEA Kickoff,Alfajer,FNC,FNATIC,88,1.08,225.5,1.26,0.74,146.6,0.83,0.1,0.13,0.06,0.31,0.11,1/9,1,9,24,73,58,9,11,5
EMEA,Champions Tour 2024: EMEA Kickoff,Kicks,VIT,Team Vitality,238,1.08,201.3,1.09,0.72,127.4,0.73,0.38,0.05,0.11,0.21,0.23,6/26,6,26,26,173,158,91,12,27
EMEA,Champions Tour 2024: EMEA Kickoff,Boo,TH,Team Heretics,208,1.07,187.6,1.05,0.72,125.1,0.69,0.4,0.07,0.07,0.29,0.04,1/23,1,23,26,143,136,84,15,15
EMEA,Champions Tour 2024: EMEA Kickoff,Leo,FNC,FNATIC,88,1.05,186.8,1.13,0.77,126.4,0.67,0.33,0.07,0.05,0.22,,0/11,0,11,24,59,52,29,6,4
EMEA,Champions Tour 2024: EMEA Kickoff,benjyfishy,TH,Team Heretics,208,1.05,214.5,1.09,0.75,141.7,0.76,0.2,0.1,0.09,0.35,0.18,6/33,6,33,22,159,146,42,20,18
EMEA,Champions Tour 2024: EMEA Kickoff,Shao,NAVI,Natus Vincere,146,1.05,192.7,1.05,0.73,131.9,0.68,0.39,0.05,0.13,0.3,0.1,1/10,1,10,20,99,94,57,7,19
EMEA,Champions Tour 2024: EMEA Kickoff,runneR,VIT,Team Vitality,238,1.04,227.7,1.03,0.72,153.2,0.76,0.26,0.16,0.16,0.19,0.31,4/13,4,13,27,182,176,63,39,37
EMEA,Champions Tour 2024: EMEA Kickoff,RieNs,TH,Team Heretics,208,1.02,202.4,1.01,0.75,139.1,0.7,0.31,0.1,0.02,0.39,0.18,4/22,4,22,24,146,145,65,21,5
EMEA,Champions Tour 2024: EMEA Kickoff,qRaxs,FUT,FUT Esports,182,1.02,201.6,0.89,0.73,130.5,0.65,0.43,0.08,0.08,0.25,0.18,3/17,3,17,20,119,133,78,15,14
EMEA,Champions Tour 2024: EMEA Kickoff,SUYGETSU,NAVI,Natus Vincere,146,1.01,181.6,1.06,0.71,124.3,0.65,0.18,0.04,0.1,0.38,0.2,5/25,5,25,17,95,90,26,6,15
EMEA,Champions Tour 2024: EMEA Kickoff,Boaster,FNC,FNATIC,88,1.01,200.3,1.03,0.7,134.6,0.73,0.43,0.07,0.1,0.28,,0/12,0,12,20,64,62,38,6,9
EMEA,Champions Tour 2024: EMEA Kickoff,MAGNUM,KC,Karmine Corp,383,1.01,180,0.99,0.73,124,0.64,0.29,0.08,0.1,0.25,0.17,8/46,8,46,25,247,250,110,29,40
EMEA,Champions Tour 2024: EMEA Kickoff,sh1n,KC,Karmine Corp,383,1.01,162.2,1,0.75,103,0.61,0.34,0.05,0.07,0.32,0.15,9/60,9,60,19,235,234,132,20,25
EMEA,Champions Tour 2024: EMEA Kickoff,MrFaliN,FUT,FUT Esports,182,1,201,0.96,0.74,129.3,0.68,0.43,0.1,0.1,0.2,0.11,2/18,2,18,23,124,129,78,19,19
EMEA,Champions Tour 2024: EMEA Kickoff,nukkye,GX,GIANTX,124,1,202.2,0.99,0.73,137.4,0.69,0.3,0.1,0.06,0.29,0.08,1/13,1,13,21,86,87,37,13,7
EMEA,Champions Tour 2024: EMEA Kickoff,nAts,TL,Team Liquid,160,1,197.9,0.99,0.71,138.7,0.68,0.23,0.07,0.11,0.28,0.08,2/25,2,25,28,109,110,36,11,18
EMEA,Champions Tour 2024: EMEA Kickoff,grubinho,KOI,Movistar KOI,239,1,185.7,0.96,0.72,115.3,0.65,0.36,0.07,0.07,0.35,0.15,5/33,5,33,17,155,161,85,17,16
EMEA,Champions Tour 2024: EMEA Kickoff,paTiTek,TH,Team Heretics,208,0.97,177.2,0.85,0.73,116.4,0.59,0.49,0.07,0.09,0.27,0.18,4/22,4,22,22,123,145,101,15,18
EMEA,Champions Tour 2024: EMEA Kickoff,Jamppi,TL,Team Liquid,160,0.97,208.1,0.99,0.73,138.2,0.72,0.22,0.15,0.08,0.38,0.19,3/16,3,16,21,115,116,35,24,12
EMEA,Champions Tour 2024: EMEA Kickoff,sheydos,KOI,Movistar KOI,239,0.97,163,0.97,0.72,115.2,0.59,0.18,0.03,0.05,0.26,0.18,7/40,7,40,17,142,147,43,7,11
EMEA,Champions Tour 2024: EMEA Kickoff,tomaszy,KC,Karmine Corp,383,0.96,184.6,0.95,0.75,128.7,0.66,0.34,0.09,0.07,0.33,0.18,8/44,8,44,30,251,264,129,36,27
EMEA,Champions Tour 2024: EMEA Kickoff,cNed,FUT,FUT Esports,182,0.96,216.4,1,0.71,141.4,0.75,0.18,0.15,0.16,0.27,0.06,1/16,1,16,22,136,136,33,27,29
EMEA,Champions Tour 2024: EMEA Kickoff,logaN,M8,Gentle Mates,104,0.96,173.8,0.97,0.69,117.9,0.59,0.15,0.05,0.11,0.3,,0/15,0,15,15,61,63,16,5,11
EMEA,Champions Tour 2024: EMEA Kickoff,kamo,KOI,Movistar KOI,239,0.95,212.1,0.91,0.67,144.1,0.72,0.19,0.22,0.21,0.24,0.23,3/13,3,13,24,171,188,46,52,51
EMEA,Champions Tour 2024: EMEA Kickoff,nataNk,M8,Gentle Mates,104,0.95,216.6,1,0.68,146.2,0.76,0.17,0.23,0.22,0.27,0.29,2/7,2,7,24,79,79,18,24,23
EMEA,Champions Tour 2024: EMEA Kickoff,Mistic,TL,Team Liquid,160,0.95,195.9,0.93,0.74,130.4,0.7,0.31,0.06,0.09,0.31,0.17,3/18,3,18,21,112,121,49,9,15
EMEA,Champions Tour 2024: EMEA Kickoff,starxo,KOI,Movistar KOI,239,0.94,189.8,0.94,0.68,124.3,0.67,0.33,0.07,0.12,0.24,0.21,6/29,6,29,22,159,170,78,17,28
EMEA,Champions Tour 2024: EMEA Kickoff,Elite,BBL,BBL Esports,100,0.93,210,0.96,0.65,134.7,0.72,0.23,0.1,0.1,0.5,,0/10,0,10,20,72,75,23,10,10
EMEA,Champions Tour 2024: EMEA Kickoff,reazy,BBL,BBL Esports,100,0.93,197,0.92,0.73,134.9,0.66,0.34,0.04,0.04,0.25,0.15,4/26,4,26,18,66,72,34,4,4
EMEA,Champions Tour 2024: EMEA Kickoff,ceNder,VIT,Team Vitality,238,0.91,166.6,0.84,0.68,108.6,0.58,0.27,0.1,0.09,0.23,0.21,5/24,5,24,23,137,163,64,23,21
EMEA,Champions Tour 2024: EMEA Kickoff,ShadoW,KOI,Movistar KOI,239,0.9,180.7,0.87,0.66,116.3,0.64,0.28,0.07,0.1,0.22,0.19,4/21,4,21,21,153,175,67,16,23
EMEA,Champions Tour 2024: EMEA Kickoff,Wailers,M8,Gentle Mates,104,0.88,168.8,0.87,0.76,111.1,0.6,0.29,0.02,0.01,0.3,0.11,2/18,2,18,17,62,71,30,2,1
EMEA,Champions Tour 2024: EMEA Kickoff,Destrian,VIT,Team Vitality,238,0.87,158.7,0.77,0.68,111.9,0.54,0.32,0.06,0.09,0.21,0.1,3/29,3,29,19,128,166,76,14,21
EMEA,Champions Tour 2024: EMEA Kickoff,pAura,BBL,BBL Esports,100,0.86,155.8,0.72,0.72,96.4,0.56,0.41,0.09,0.07,0.33,0.07,1/14,1,14,20,56,78,41,9,7
EMEA,Champions Tour 2024: EMEA Kickoff,QutionerX,BBL,BBL Esports,100,0.84,210.6,0.85,0.66,140.2,0.72,0.16,0.19,0.22,0.26,0.25,1/4,1,4,18,72,85,16,19,22
EMEA,Champions Tour 2024: EMEA Kickoff,Derke,FNC,FNATIC,88,0.83,188.5,0.84,0.63,118.6,0.65,0.08,0.19,0.19,0.27,,0/3,0,3,17,57,68,7,17,17
EMEA,Champions Tour 2024: EMEA Kickoff,beyAz,M8,Gentle Mates,104,0.8,129.6,0.62,0.73,87.4,0.41,0.49,0.05,0.05,0.3,0.1,1/10,1,10,14,43,69,51,5,5
EMEA,Champions Tour 2024: EMEA Kickoff,Enzo,TL,Team Liquid,160,0.79,138.1,0.69,0.68,99.9,0.46,0.26,0.06,0.06,0.21,,0/15,0,15,17,73,106,42,10,9
EMEA,Champions Tour 2024: EMEA Kickoff,hoody,GX,GIANTX,124,0.79,159.7,0.73,0.64,107.7,0.53,0.36,0.06,0.14,0.23,0.11,2/18,2,18,16,66,90,45,7,17
EMEA,Champions Tour 2024: EMEA Kickoff,Brave,BBL,BBL Esports,100,0.79,155.2,0.69,0.67,103.7,0.54,0.26,0.05,0.1,0.37,0.27,4/15,4,15,17,54,78,26,5,10
EMEA,Champions Tour 2024: EMEA Kickoff,ANGE1,NAVI,Natus Vincere,146,0.77,167.1,0.77,0.62,114.6,0.58,0.25,0.11,0.14,0.35,,0/10,0,10,21,85,110,37,16,21
EMEA,Champions Tour 2024: EMEA Kickoff,Fit1nho,GX,GIANTX,124,0.75,180.3,0.75,0.62,120.8,0.6,0.11,0.11,0.15,0.23,,0/11,0,11,21,74,99,14,14,18
EMEA,Champions Tour 2024: EMEA Kickoff,Redgar,GX,GIANTX,124,0.74,147.7,0.72,0.64,99.1,0.53,0.26,0.09,0.15,0.3,0.19,3/16,3,16,22,66,92,32,11,19
EMEA,Champions Tour 2024: EMEA Stage 1,Elite,BBL,BBL Esports,268,1.16,214.2,1.31,0.75,143.6,0.8,0.17,0.07,0.06,0.44,0.16,7/44,7,44,23,215,164,45,18,17
EMEA,Champions Tour 2024: EMEA Stage 1,Leo,FNC,FNATIC,646,1.16,210.6,1.35,0.81,138.8,0.76,0.36,0.04,0.03,0.27,0.1,10/99,10,99,28,492,364,235,28,19
EMEA,Champions Tour 2024: EMEA Stage 1,Shao,NAVI,Natus Vincere,329,1.15,202.7,1.18,0.77,132.6,0.73,0.4,0.08,0.06,0.31,0.22,11/50,11,50,24,241,204,130,27,20
EMEA,Champions Tour 2024: EMEA Stage 1,cNed,FUT,FUT Esports,440,1.15,238.6,1.25,0.75,155.6,0.85,0.18,0.15,0.14,0.28,0.08,3/39,3,39,25,373,299,79,66,60
EMEA,Champions Tour 2024: EMEA Stage 1,ardiis,NAVI,Natus Vincere,329,1.12,215,1.07,0.75,142.9,0.77,0.4,0.12,0.11,0.24,0.17,4/23,4,23,23,253,236,133,39,37
EMEA,Champions Tour 2024: EMEA Stage 1,benjyfishy,TH,Team Heretics,511,1.11,209.5,1.25,0.72,140,0.79,0.17,0.09,0.06,0.33,0.19,13/69,13,69,28,404,322,87,44,32
EMEA,Champions Tour 2024: EMEA Stage 1,tomaszy,KC,Karmine Corp,420,1.1,214.2,1.16,0.76,144.1,0.75,0.3,0.08,0.07,0.33,0.1,6/59,6,59,26,317,273,124,35,31
EMEA,Champions Tour 2024: EMEA Stage 1,MrFaliN,FUT,FUT Esports,440,1.09,206.2,1.05,0.75,135.6,0.7,0.38,0.09,0.08,0.23,0.14,5/37,5,37,25,310,295,169,39,33
EMEA,Champions Tour 2024: EMEA Stage 1,Wo0t,TH,Team Heretics,351,1.09,206.1,1.03,0.74,138.3,0.72,0.36,0.1,0.09,0.33,0.14,4/28,4,28,23,251,244,128,35,30
EMEA,Champions Tour 2024: EMEA Stage 1,qRaxs,FUT,FUT Esports,440,1.09,202.4,1.1,0.73,130.3,0.74,0.36,0.07,0.06,0.29,0.2,11/56,11,56,24,326,297,160,31,27
EMEA,Champions Tour 2024: EMEA Stage 1,Chronicle,FNC,FNATIC,646,1.08,205.8,1.09,0.74,137.6,0.71,0.4,0.11,0.07,0.22,0.2,12/59,12,59,26,458,422,259,68,48
EMEA,Champions Tour 2024: EMEA Stage 1,N4RRATE,KC,Karmine Corp,420,1.08,217.4,1.1,0.75,141.1,0.75,0.31,0.08,0.07,0.27,0.14,6/42,6,42,27,314,286,132,34,29
EMEA,Champions Tour 2024: EMEA Stage 1,SUYGETSU,NAVI,Natus Vincere,329,1.07,183.6,1.06,0.75,127.1,0.66,0.22,0.07,0.05,0.32,0.09,5/55,5,55,22,217,205,73,24,18
EMEA,Champions Tour 2024: EMEA Stage 1,nataNk,M8,Gentle Mates,186,1.07,236.8,1.08,0.68,155.1,0.83,0.23,0.15,0.14,0.25,0.47,7/15,7,15,25,154,142,43,28,26
EMEA,Champions Tour 2024: EMEA Stage 1,Alfajer,FNC,FNATIC,646,1.06,219.1,1.14,0.72,145.4,0.77,0.19,0.12,0.11,0.29,0.09,6/65,6,65,28,496,436,123,79,73
EMEA,Champions Tour 2024: EMEA Stage 1,Sayf,VIT,Team Vitality,331,1.06,218.7,1.17,0.74,140.9,0.8,0.23,0.11,0.08,0.3,0.07,3/41,3,41,28,265,226,75,37,28
EMEA,Champions Tour 2024: EMEA Stage 1,yetujey,FUT,FUT Esports,440,1.04,197.6,1.08,0.7,131.2,0.7,0.23,0.1,0.11,0.26,0.17,10/59,10,59,23,306,283,99,42,47
EMEA,Champions Tour 2024: EMEA Stage 1,nAts,TL,Team Liquid,355,1.04,211.8,1.15,0.74,141.1,0.77,0.23,0.08,0.08,0.29,0.22,11/49,11,49,24,275,239,83,28,28
EMEA,Champions Tour 2024: EMEA Stage 1,marteen,KC,Karmine Corp,420,1.04,217.8,1.07,0.73,147.8,0.75,0.19,0.19,0.15,0.27,0.24,8/34,8,34,28,317,297,79,79,65
EMEA,Champions Tour 2024: EMEA Stage 1,purp0,GX,GIANTX,281,1.03,215.5,0.99,0.68,145.8,0.74,0.16,0.18,0.14,0.31,0.07,2/29,2,29,26,207,210,46,51,40
EMEA,Champions Tour 2024: EMEA Stage 1,MiniBoo,TH,Team Heretics,511,1.03,227.6,1.04,0.72,148.2,0.78,0.22,0.18,0.18,0.32,0.16,5/32,5,32,26,400,386,112,94,94
EMEA,Champions Tour 2024: EMEA Stage 1,grubinho,KOI,Movistar KOI,239,1.03,192.2,0.97,0.78,129.1,0.66,0.32,0.1,0.09,0.33,0.15,5/34,5,34,22,158,163,76,23,22
EMEA,Champions Tour 2024: EMEA Stage 1,Brave,BBL,BBL Esports,268,1.02,204.6,0.98,0.71,133.1,0.7,0.37,0.09,0.07,0.31,0.2,6/30,6,30,24,187,190,98,24,20
EMEA,Champions Tour 2024: EMEA Stage 1,RieNs,TH,Team Heretics,511,1.02,191.1,0.94,0.75,130.1,0.66,0.39,0.06,0.07,0.36,0.2,12/59,12,59,25,337,360,201,31,38
EMEA,Champions Tour 2024: EMEA Stage 1,Keiko,TL,Team Liquid,355,1.02,225.8,1.11,0.7,146.9,0.81,0.2,0.19,0.17,0.31,0.18,4/22,4,22,25,288,260,71,66,59
EMEA,Champions Tour 2024: EMEA Stage 1,Zyppan,NAVI,Natus Vincere,329,1.01,217.3,1.01,0.74,147.1,0.74,0.27,0.16,0.14,0.28,0.25,3/12,3,12,24,244,241,89,52,46
EMEA,Champions Tour 2024: EMEA Stage 1,trexx,VIT,Team Vitality,331,1.01,203.1,0.99,0.76,130.2,0.69,0.47,0.1,0.09,0.2,0.14,6/43,6,43,26,229,232,156,33,29
EMEA,Champions Tour 2024: EMEA Stage 1,sheydos,KOI,Movistar KOI,239,1.01,171.8,1.07,0.75,113.1,0.64,0.14,0.05,0.05,0.28,0.12,5/41,5,41,20,153,143,34,13,13
EMEA,Champions Tour 2024: EMEA Stage 1,logaN,M8,Gentle Mates,186,1,185.7,0.98,0.68,120.2,0.66,0.2,0.07,0.08,0.34,0.06,2/35,2,35,19,123,125,38,13,14
EMEA,Champions Tour 2024: EMEA Stage 1,Derke,FNC,FNATIC,646,1,224.5,1.07,0.7,149.9,0.78,0.19,0.17,0.18,0.26,0.21,10/47,10,47,29,507,472,122,107,118
EMEA,Champions Tour 2024: EMEA Stage 1,starxo,KOI,Movistar KOI,239,0.99,190.3,0.93,0.75,123.4,0.65,0.48,0.1,0.11,0.23,0.19,5/26,5,26,25,156,168,115,23,26
EMEA,Champions Tour 2024: EMEA Stage 1,QutionerX,BBL,BBL Esports,268,0.98,229.2,1.01,0.73,158.3,0.79,0.19,0.19,0.15,0.23,0.06,1/17,1,17,31,213,211,51,52,40
EMEA,Champions Tour 2024: EMEA Stage 1,Cloud,GX,GIANTX,281,0.98,192,1,0.71,127.9,0.7,0.26,0.08,0.06,0.24,0.1,3/29,3,29,26,196,196,73,22,16
EMEA,Champions Tour 2024: EMEA Stage 1,Fit1nho,GX,GIANTX,281,0.96,191.4,0.9,0.7,128.3,0.64,0.27,0.1,0.1,0.32,0.07,2/27,2,27,21,179,198,77,28,29
EMEA,Champions Tour 2024: EMEA Stage 1,Boo,TH,Team Heretics,511,0.96,158.1,0.84,0.72,104,0.55,0.42,0.08,0.08,0.36,0.1,7/68,7,68,23,280,332,216,42,43
EMEA,Champions Tour 2024: EMEA Stage 1,MAGNUM,KC,Karmine Corp,420,0.96,179.8,0.85,0.72,117.4,0.6,0.37,0.1,0.12,0.24,0.28,10/36,10,36,18,251,294,155,40,49
EMEA,Champions Tour 2024: EMEA Stage 1,Enzo,TL,Team Liquid,355,0.95,173.5,0.89,0.71,119.1,0.56,0.34,0.06,0.09,0.18,0.08,3/40,3,40,20,200,225,120,21,31
EMEA,Champions Tour 2024: EMEA Stage 1,ANGE1,NAVI,Natus Vincere,329,0.95,185.1,0.88,0.68,124.4,0.64,0.29,0.1,0.1,0.34,0.1,3/30,3,30,25,212,241,95,32,34
EMEA,Champions Tour 2024: EMEA Stage 1,sh1n,KC,Karmine Corp,420,0.94,156.9,0.84,0.74,100.1,0.55,0.41,0.06,0.08,0.28,0.09,5/57,5,57,22,233,278,174,24,33
EMEA,Champions Tour 2024: EMEA Stage 1,Mistic,TL,Team Liquid,355,0.93,173.4,0.91,0.73,118,0.62,0.33,0.07,0.07,0.32,0.05,2/43,2,43,23,219,240,116,24,25
EMEA,Champions Tour 2024: EMEA Stage 1,kamo,KOI,Movistar KOI,239,0.93,211.9,0.91,0.66,136.9,0.72,0.14,0.19,0.18,0.3,0.22,2/9,2,9,25,173,191,34,45,42
EMEA,Champions Tour 2024: EMEA Stage 1,AtaKaptan,FUT,FUT Esports,440,0.92,176.7,0.83,0.7,112.9,0.59,0.39,0.09,0.13,0.23,0.16,7/44,7,44,20,259,312,173,39,56
EMEA,Champions Tour 2024: EMEA Stage 1,Jamppi,TL,Team Liquid,355,0.92,193,0.91,0.74,124.5,0.66,0.32,0.09,0.12,0.29,0.11,4/35,4,35,22,236,258,115,31,41
EMEA,Champions Tour 2024: EMEA Stage 1,pAura,BBL,BBL Esports,268,0.92,176.8,0.85,0.65,111.4,0.6,0.37,0.12,0.13,0.3,0.12,3/25,3,25,19,161,190,100,32,36
EMEA,Champions Tour 2024: EMEA Stage 1,paTiTek,TH,Team Heretics,160,0.91,182.6,0.84,0.7,125.4,0.6,0.43,0.06,0.11,0.23,0.12,2/17,2,17,17,96,114,68,9,18
EMEA,Champions Tour 2024: EMEA Stage 1,hoody,GX,GIANTX,281,0.91,179.2,0.91,0.68,124.7,0.64,0.25,0.1,0.07,0.27,0.12,5/43,5,43,30,180,198,71,29,21
EMEA,Champions Tour 2024: EMEA Stage 1,reazy,BBL,BBL Esports,268,0.9,156.5,0.78,0.68,108.5,0.53,0.37,0.04,0.07,0.29,0.24,8/34,8,34,15,141,180,98,10,19
EMEA,Champions Tour 2024: EMEA Stage 1,Boaster,FNC,FNATIC,646,0.9,151.3,0.78,0.73,98.8,0.51,0.39,0.06,0.1,0.2,0.14,8/57,8,57,21,327,418,255,39,65
EMEA,Champions Tour 2024: EMEA Stage 1,ShadoW,KOI,Movistar KOI,239,0.89,161.1,0.79,0.66,104.7,0.55,0.28,0.04,0.09,0.21,,0/21,0,21,18,132,168,67,10,22
EMEA,Champions Tour 2024: EMEA Stage 1,ceNder,VIT,Team Vitality,331,0.89,176,0.85,0.68,122.7,0.61,0.33,0.07,0.08,0.24,0.11,4/36,4,36,23,203,238,109,22,28
EMEA,Champions Tour 2024: EMEA Stage 1,runneR,VIT,Team Vitality,331,0.88,211.8,0.91,0.66,139.2,0.71,0.24,0.17,0.21,0.17,0.14,3/21,3,21,23,235,257,78,56,70
EMEA,Champions Tour 2024: EMEA Stage 1,Kicks,VIT,Team Vitality,331,0.87,165.3,0.86,0.75,109.8,0.61,0.34,0.04,0.05,0.21,0.18,10/57,10,57,24,202,234,113,13,15
EMEA,Champions Tour 2024: EMEA Stage 1,Redgar,GX,GIANTX,281,0.86,150.5,0.77,0.68,97.6,0.54,0.34,0.06,0.09,0.37,0.21,7/33,7,33,18,151,196,95,18,26
EMEA,Champions Tour 2024: EMEA Stage 1,TakaS,M8,Gentle Mates,186,0.83,190.9,0.81,0.63,130.1,0.65,0.26,0.16,0.15,0.19,,0/12,0,12,24,120,149,49,29,27
EMEA,Champions Tour 2024: EMEA Stage 1,beyAz,M8,Gentle Mates,186,0.82,178.9,0.79,0.7,119.6,0.62,0.37,0.06,0.08,0.22,0.03,1/29,1,29,25,116,146,69,11,15
EMEA,Champions Tour 2024: EMEA Stage 1,Wailers,M8,Gentle Mates,186,0.77,125.4,0.64,0.59,85.8,0.46,0.23,0.06,0.06,0.26,0.12,3/26,3,26,15,86,134,42,11,12
EMEA,Champions Tour 2024: EMEA Stage 2,Chronicle,FNC,FNATIC,439,1.2,216.9,1.29,0.79,147.7,0.75,0.37,0.08,0.05,0.27,0.21,12/58,12,58,24,331,256,163,35,22
EMEA,Champions Tour 2024: EMEA Stage 2,grubinho,KOI,Movistar KOI,262,1.18,213.7,1.29,0.75,133.3,0.77,0.37,0.07,0.08,0.33,0.06,2/31,2,31,27,203,157,97,18,21
EMEA,Champions Tour 2024: EMEA Stage 2,trexx,VIT,Team Vitality,573,1.17,226.6,1.16,0.77,152.7,0.76,0.42,0.08,0.07,0.19,0.14,11/81,11,81,23,435,376,241,45,40
EMEA,Champions Tour 2024: EMEA Stage 2,sheydos,KOI,Movistar KOI,262,1.17,207.4,1.34,0.76,137.1,0.77,0.19,0.07,0.05,0.25,0.14,5/36,5,36,24,202,151,50,19,14
EMEA,Champions Tour 2024: EMEA Stage 2,Alfajer,FNC,FNATIC,439,1.16,221.7,1.27,0.74,146.3,0.81,0.22,0.1,0.08,0.28,0.12,5/42,5,42,26,354,278,96,42,35
EMEA,Champions Tour 2024: EMEA Stage 2,Wo0t,TH,Team Heretics,474,1.15,220.9,1.1,0.77,143.4,0.76,0.36,0.13,0.09,0.36,0.16,5/32,5,32,26,358,324,171,60,41
EMEA,Champions Tour 2024: EMEA Stage 2,Sayf,VIT,Team Vitality,573,1.14,239.9,1.23,0.69,155.8,0.86,0.19,0.16,0.17,0.24,0.16,7/43,7,43,31,490,398,107,91,96
EMEA,Champions Tour 2024: EMEA Stage 2,Derke,FNC,FNATIC,439,1.14,242.7,1.25,0.74,160.6,0.87,0.2,0.17,0.16,0.25,0.22,6/27,6,27,26,382,305,88,76,69
EMEA,Champions Tour 2024: EMEA Stage 2,N4RRATE,KC,Karmine Corp,245,1.12,239,1.13,0.77,156.7,0.82,0.32,0.15,0.09,0.22,0.25,6/24,6,24,24,201,178,79,36,22
EMEA,Champions Tour 2024: EMEA Stage 2,RieNs,TH,Team Heretics,474,1.12,204.2,1.14,0.77,134.9,0.73,0.37,0.08,0.07,0.34,0.12,7/57,7,57,29,344,301,177,36,31
EMEA,Champions Tour 2024: EMEA Stage 2,hiro,FNC,FNATIC,439,1.11,194.2,1.16,0.71,126.7,0.71,0.33,0.08,0.09,0.31,0.26,12/46,12,46,30,313,269,147,34,39
EMEA,Champions Tour 2024: EMEA Stage 2,MrFaliN,FUT,FUT Esports,310,1.1,181.6,1.03,0.75,118.2,0.63,0.53,0.08,0.07,0.25,0.19,6/32,6,32,21,195,190,165,26,22
EMEA,Champions Tour 2024: EMEA Stage 2,nataNk,M8,Gentle Mates,274,1.08,229.1,1.1,0.72,148.9,0.77,0.26,0.12,0.11,0.26,0.37,7/19,7,19,21,212,193,72,32,30
EMEA,Champions Tour 2024: EMEA Stage 2,K4DAVRA,M8,Gentle Mates,274,1.07,207.8,1.12,0.69,132.9,0.74,0.28,0.09,0.08,0.31,0.11,3/28,3,28,23,204,182,76,25,21
EMEA,Champions Tour 2024: EMEA Stage 2,yetujey,FUT,FUT Esports,310,1.06,200.5,1.12,0.69,128.2,0.71,0.26,0.08,0.07,0.25,0.16,8/50,8,50,21,219,196,81,26,23
EMEA,Champions Tour 2024: EMEA Stage 2,cNed,FUT,FUT Esports,310,1.05,229.9,1.07,0.69,155,0.78,0.15,0.18,0.15,0.24,0.08,2/24,2,24,23,243,228,48,57,46
EMEA,Champions Tour 2024: EMEA Stage 2,Elite,BBL,BBL Esports,207,1.05,197.4,1.16,0.69,130.4,0.72,0.19,0.09,0.07,0.41,0.13,4/30,4,30,20,149,129,40,19,14
EMEA,Champions Tour 2024: EMEA Stage 2,QutionerX,BBL,BBL Esports,207,1.04,240.7,1.08,0.71,152.4,0.82,0.2,0.21,0.1,0.3,0.08,1/13,1,13,28,170,158,42,43,21
EMEA,Champions Tour 2024: EMEA Stage 2,kamo,KOI,Movistar KOI,262,1.04,249.6,1.09,0.71,161.3,0.83,0.24,0.21,0.19,0.26,0.13,1/8,1,8,25,217,199,62,55,50
